Filename                                         Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
src/exp.h                                             38                 0   100.00%          38                 0   100.00%         166                 0   100.00%           0                 0         -
src/fptostring.cpp                                   132                31    76.52%           5                 0   100.00%         151                18    88.08%          72                11    84.72%
src/indentation.h                                     11                 0   100.00%           4                 0   100.00%          12                 0   100.00%           4                 0   100.00%
src/memory.cpp                                         9                 0   100.00%           4                 0   100.00%          20                 0   100.00%           4                 0   100.00%
src/node.cpp                                           1                 0   100.00%           1                 0   100.00%           6                 0   100.00%           0                 0         -
src/node_data.cpp                                    178                48    73.03%          27                 1    96.30%         258                38    85.27%         146                32    78.08%
src/nodebuilder.cpp                                   90                30    66.67%          16                 0   100.00%          98                 3    96.94%          29                 6    79.31%
src/nodeevents.cpp                                    42                 1    97.62%           7                 0   100.00%          75                 2    97.33%          40                 3    92.50%
src/nodeevents.h                                       4                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -
src/null.cpp                                          12                 0   100.00%           2                 0   100.00%           8                 0   100.00%          14                 0   100.00%
src/ostream_wrapper.cpp                               30                 0   100.00%           6                 0   100.00%          44                 0   100.00%          10                 0   100.00%
src/parse.cpp                                         22                 0   100.00%           8                 0   100.00%          50                 0   100.00%           9                 0   100.00%
src/parser.cpp                                        66                 6    90.91%          11                 0   100.00%          89                12    86.52%          40                 9    77.50%
src/ptr_vector.h                                       4                 0   100.00%           3                 0   100.00%           3                 0   100.00%           0                 0         -
src/regex_yaml.cpp                                    26                 0   100.00%           9                 0   100.00%          28                 0   100.00%           0                 0         -
src/regex_yaml.h                                       1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
src/regeximpl.h                                       70                 2    97.14%          18                 0   100.00%         110                 2    98.18%          52                 2    96.15%
src/scanner.cpp                                      250                37    85.20%          21                 1    95.24%         269                29    89.22%         156                21    86.54%
src/scanner.h                                          8                 0   100.00%           4                 0   100.00%           4                 0   100.00%           0                 0         -
src/scanscalar.cpp                                   167                14    91.62%           1                 0   100.00%         178                15    91.57%         152                26    82.89%
src/scanscalar.h                                      13                 0   100.00%           1                 0   100.00%          12                 0   100.00%           0                 0         -
src/scantag.cpp                                       38                10    73.68%           3                 1    66.67%          53                15    71.70%          26                 6    76.92%
src/scantoken.cpp                                    174                43    75.29%          14                 1    92.86%         265                41    84.53%         125                43    65.60%
src/setting.h                                         20                 1    95.00%          13                 0   100.00%          33                 1    96.97%           4                 1    75.00%
src/simplekey.cpp                                     60                 2    96.67%           9                 0   100.00%          78                 3    96.15%          38                 5    86.84%
src/singledocparser.cpp                              214                32    85.05%          17                 1    94.12%         307                45    85.34%         153                27    82.35%
src/stream.cpp                                       164                34    79.27%          17                 0   100.00%         262                51    80.53%         130                28    78.46%
src/stream.h                                          12                 0   100.00%           9                 0   100.00%          13                 0   100.00%           2                 0   100.00%
src/streamcharsource.h                                 9                 0   100.00%           4                 0   100.00%          13                 0   100.00%           2                 0   100.00%
src/stringsource.h                                    12                 0   100.00%           6                 0   100.00%          16                 0   100.00%           2                 0   100.00%
src/tag.cpp                                           34                22    35.29%           2                 0   100.00%          37                10    72.97%          26                 7    73.08%
src/token.h                                            9                 1    88.89%           2                 0   100.00%           7                 1    85.71%           2                 1    50.00%
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                               3984               889    77.69%         722                74    89.75%        5998              1326    77.89%        2567               612    76.16%
