Filename                            Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
util/env.cc                              43                10    76.74%          18                 6    66.67%          71                18    74.65%          19                 8    57.89%
util/env_posix.cc                       412               189    54.13%          65                12    81.54%         503               169    66.40%         144                79    45.14%
util/filter_policy.cc                     1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
util/hash.cc                             13                 0   100.00%           1                 0   100.00%          27                 0   100.00%          12                 0   100.00%
util/logging.cc                          29                 2    93.10%           5                 0   100.00%          50                 2    96.00%          18                 4    77.78%
util/mutexlock.h                          3                 0   100.00%           2                 0   100.00%           4                 0   100.00%           0                 0         -
util/no_destructor.h                      2                 0   100.00%           2                 0   100.00%          16                 0   100.00%           0                 0         -
util/options.cc                           3                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
util/posix_logger.h                      71                38    46.48%           3                 0   100.00%          62                11    82.26%          25                13    48.00%
util/random.h                            12                 4    66.67%           5                 2    60.00%          18                 6    66.67%           6                 3    50.00%
util/status.cc                           28                 7    75.00%           3                 0   100.00%          61                 8    86.89%          22                 3    86.36%
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                  5701              2936    48.50%         881               318    63.90%        7787              3284    57.83%        2728              1538    43.62%
