Filename                            Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
util/env.cc                              43                 3    93.02%          18                 1    94.44%          71                 7    90.14%          19                 2    89.47%
util/env_posix.cc                       412               154    62.62%          65                 7    89.23%         503               114    77.34%         144                64    55.56%
util/filter_policy.cc                     1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
util/hash.cc                             13                 0   100.00%           1                 0   100.00%          27                 0   100.00%          12                 0   100.00%
util/logging.cc                          29                 0   100.00%           5                 0   100.00%          50                 0   100.00%          18                 0   100.00%
util/mutexlock.h                          3                 0   100.00%           2                 0   100.00%           4                 0   100.00%           0                 0         -
util/no_destructor.h                      2                 0   100.00%           2                 0   100.00%          16                 0   100.00%           0                 0         -
util/options.cc                           3                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
util/posix_logger.h                      71                38    46.48%           3                 0   100.00%          62                11    82.26%          25                13    48.00%
util/random.h                            12                 3    75.00%           5                 1    80.00%          18                 5    72.22%           6                 3    50.00%
util/status.cc                           28                 7    75.00%           3                 0   100.00%          61                 8    86.89%          22                 3    86.36%
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                  5701              2132    62.60%         881               145    83.54%        7787              2014    74.14%        2728              1095    59.86%
