Filename                                         Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
src/exp.cpp                                           69                50    27.54%           4                 3    25.00%          90                74    17.78%          78                64    17.95%
src/exp.h                                             38                 8    78.95%          38                 8    78.95%         166                36    78.31%           0                 0         -
src/fptostring.cpp                                   132                37    71.97%           5                 0   100.00%         151                31    79.47%          72                15    79.17%
src/indentation.h                                     11                 0   100.00%           4                 0   100.00%          12                 0   100.00%           4                 0   100.00%
src/memory.cpp                                         9                 1    88.89%           4                 0   100.00%          20                 1    95.00%           4                 1    75.00%
src/node.cpp                                           1                 1     0.00%           1                 1     0.00%           6                 6     0.00%           0                 0         -
src/node_data.cpp                                    178                95    46.63%          27                 6    77.78%         258               126    51.16%         146                85    41.78%
src/nodebuilder.cpp                                   90                38    57.78%          16                 2    87.50%          98                17    82.65%          29                 9    68.97%
src/nodeevents.cpp                                    42                11    73.81%           7                 2    71.43%          75                20    73.33%          40                10    75.00%
src/nodeevents.h                                       4                 1    75.00%           2                 1    50.00%           2                 1    50.00%           0                 0         -
src/null.cpp                                          12                 0   100.00%           2                 0   100.00%           8                 0   100.00%          14                 0   100.00%
src/ostream_wrapper.cpp                               30                 0   100.00%           6                 0   100.00%          44                 0   100.00%          10                 0   100.00%
src/parse.cpp                                         22                 7    68.18%           8                 3    62.50%          50                16    68.00%           9                 3    66.67%
src/parser.cpp                                        66                42    36.36%          11                 5    54.55%          89                56    37.08%          40                30    25.00%
src/ptr_vector.h                                       4                 0   100.00%           3                 0   100.00%           3                 0   100.00%           0                 0         -
src/regex_yaml.cpp                                    26                 0   100.00%           9                 0   100.00%          28                 0   100.00%           0                 0         -
src/regex_yaml.h                                       1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
src/regeximpl.h                                       70                18    74.29%          18                 2    88.89%         110                20    81.82%          52                12    76.92%
src/scanner.cpp                                      250                61    75.60%          21                 1    95.24%         269                61    77.32%         156                52    66.67%
src/scanner.h                                          8                 0   100.00%           4                 0   100.00%           4                 0   100.00%           0                 0         -
src/scanscalar.cpp                                   167                74    55.69%           1                 0   100.00%         178                81    54.49%         152                94    38.16%
src/scanscalar.h                                      13                 0   100.00%           1                 0   100.00%          12                 0   100.00%           0                 0         -
src/scantag.cpp                                       38                35     7.89%           3                 2    33.33%          53                46    13.21%          26                25     3.85%
src/scantoken.cpp                                    174               154    11.49%          14                10    28.57%         265               210    20.75%         125               117     6.40%
src/setting.h                                         20                 1    95.00%          13                 0   100.00%          33                 1    96.97%           4                 1    75.00%
src/simplekey.cpp                                     60                 5    91.67%           9                 0   100.00%          78                 7    91.03%          38                11    71.05%
src/singledocparser.cpp                              214               110    48.60%          17                 8    52.94%         307               179    41.69%         153                82    46.41%
src/stream.cpp                                       164                79    51.83%          17                 3    82.35%         262               131    50.00%         130                64    50.77%
src/stream.h                                          12                 0   100.00%           9                 0   100.00%          13                 0   100.00%           2                 0   100.00%
src/streamcharsource.h                                10                 2    80.00%           5                 1    80.00%          14                 3    78.57%           2                 1    50.00%
src/stringsource.h                                    12                 1    91.67%           6                 0   100.00%          16                 2    87.50%           2                 1    50.00%
src/tag.cpp                                           34                34     0.00%           2                 2     0.00%          37                37     0.00%          26                26     0.00%
src/token.h                                            9                 2    77.78%           2                 1    50.00%           7                 6    14.29%           2                 2     0.00%
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                               4045              1785    55.87%         784               225    71.30%        6190              2830    54.28%        2567              1365    46.83%
