Filename                                         Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
src/exp.h                                             38                 0   100.00%          38                 0   100.00%         166                 0   100.00%           0                 0         -
src/fptostring.cpp                                   132                35    73.48%           5                 0   100.00%         151                29    80.79%          72                14    80.56%
src/indentation.h                                     11                 0   100.00%           4                 0   100.00%          12                 0   100.00%           4                 0   100.00%
src/memory.cpp                                         9                 0   100.00%           4                 0   100.00%          20                 0   100.00%           4                 0   100.00%
src/node.cpp                                           1                 0   100.00%           1                 0   100.00%           6                 0   100.00%           0                 0         -
src/node_data.cpp                                    178                43    75.84%          27                 0   100.00%         258                34    86.82%         146                31    78.77%
src/nodebuilder.cpp                                   90                36    60.00%          16                 1    93.75%          98                11    88.78%          29                 8    72.41%
src/nodeevents.cpp                                    42                10    76.19%           7                 2    71.43%          75                18    76.00%          40                 9    77.50%
src/nodeevents.h                                       4                 1    75.00%           2                 1    50.00%           2                 1    50.00%           0                 0         -
src/null.cpp                                          12                 0   100.00%           2                 0   100.00%           8                 0   100.00%          14                 0   100.00%
src/ostream_wrapper.cpp                               30                 0   100.00%           6                 0   100.00%          44                 0   100.00%          10                 0   100.00%
src/parse.cpp                                         22                 4    81.82%           8                 1    87.50%          50                 7    86.00%           9                 2    77.78%
src/parser.cpp                                        66                33    50.00%          11                 3    72.73%          89                46    48.31%          40                22    45.00%
src/ptr_vector.h                                       4                 0   100.00%           3                 0   100.00%           3                 0   100.00%           0                 0         -
src/regex_yaml.cpp                                    26                 0   100.00%           9                 0   100.00%          28                 0   100.00%           0                 0         -
src/regex_yaml.h                                       1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
src/regeximpl.h                                       70                 3    95.71%          18                 0   100.00%         110                 2    98.18%          52                 3    94.23%
src/scanner.cpp                                      250                43    82.80%          21                 1    95.24%         269                40    85.13%         156                32    79.49%
src/scanner.h                                          8                 0   100.00%           4                 0   100.00%           4                 0   100.00%           0                 0         -
src/scanscalar.cpp                                   167                72    56.89%           1                 0   100.00%         178                73    58.99%         152                81    46.71%
src/scanscalar.h                                      13                 0   100.00%           1                 0   100.00%          12                 0   100.00%           0                 0         -
src/scantag.cpp                                       38                 1    97.37%           3                 0   100.00%          53                 1    98.11%          26                 2    92.31%
src/scantoken.cpp                                    174               113    35.06%          14                 5    64.29%         265               134    49.43%         125                92    26.40%
src/setting.h                                         20                 0   100.00%          13                 0   100.00%          33                 0   100.00%           4                 0   100.00%
src/simplekey.cpp                                     60                 2    96.67%           9                 0   100.00%          78                 3    96.15%          38                 5    86.84%
src/singledocparser.cpp                              214                59    72.43%          17                 5    70.59%         307                97    68.40%         153                48    68.63%
src/stream.cpp                                       164                29    82.32%          17                 0   100.00%         262                44    83.21%         130                26    80.00%
src/stream.h                                          12                 0   100.00%           9                 0   100.00%          13                 0   100.00%           2                 0   100.00%
src/streamcharsource.h                                 9                 0   100.00%           4                 0   100.00%          13                 0   100.00%           2                 0   100.00%
src/stringsource.h                                    12                 0   100.00%           6                 0   100.00%          16                 0   100.00%           2                 0   100.00%
src/tag.cpp                                           34                25    26.47%           2                 1    50.00%          37                18    51.35%          26                15    42.31%
src/token.h                                            9                 1    88.89%           2                 0   100.00%           7                 1    85.71%           2                 1    50.00%
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                               3987              1126    71.76%         726               101    86.09%        5994              1653    72.42%        2567               834    67.51%
