Filename                                         Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
src/exp.h                                             38                 0   100.00%          38                 0   100.00%         166                 0   100.00%           0                 0         -
src/fptostring.cpp                                    92                10    89.13%           5                 0   100.00%         151                29    80.79%          62                 9    85.48%
src/indentation.h                                     11                 0   100.00%           4                 0   100.00%          12                 0   100.00%           4                 0   100.00%
src/memory.cpp                                         9                 0   100.00%           4                 0   100.00%          20                 0   100.00%           4                 0   100.00%
src/node.cpp                                           1                 0   100.00%           1                 0   100.00%           6                 0   100.00%           0                 0         -
src/node_data.cpp                                    146                21    85.62%          27                 0   100.00%         254                33    87.01%         134                27    79.85%
src/nodebuilder.cpp                                   50                 5    90.00%          16                 1    93.75%          98                11    88.78%          20                 2    90.00%
src/nodeevents.cpp                                    42                10    76.19%           7                 2    71.43%          75                18    76.00%          40                 9    77.50%
src/nodeevents.h                                       4                 1    75.00%           2                 1    50.00%           2                 1    50.00%           0                 0         -
src/null.cpp                                          12                 0   100.00%           2                 0   100.00%           8                 0   100.00%          14                 0   100.00%
src/ostream_wrapper.cpp                               30                 0   100.00%           6                 0   100.00%          44                 0   100.00%          10                 0   100.00%
src/parse.cpp                                         24                 4    83.33%           8                 1    87.50%          50                 7    86.00%          12                 2    83.33%
src/parser.cpp                                        59                32    45.76%          11                 3    72.73%          81                46    43.21%          36                22    38.89%
src/ptr_vector.h                                       4                 0   100.00%           3                 0   100.00%           3                 0   100.00%           0                 0         -
src/regex_yaml.cpp                                    26                 0   100.00%           9                 0   100.00%          28                 0   100.00%           0                 0         -
src/regex_yaml.h                                       1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
src/regeximpl.h                                       70                 3    95.71%          18                 0   100.00%         110                 2    98.18%          52                 3    94.23%
src/scanner.cpp                                      226                22    90.27%          21                 1    95.24%         269                41    84.76%         150                29    80.67%
src/scanner.h                                          8                 0   100.00%           4                 0   100.00%           4                 0   100.00%           0                 0         -
src/scanscalar.cpp                                   167                72    56.89%           1                 0   100.00%         178                73    58.99%         152                81    46.71%
src/scanscalar.h                                      13                 0   100.00%           1                 0   100.00%          12                 0   100.00%           0                 0         -
src/scantag.cpp                                       38                 1    97.37%           3                 0   100.00%          53                 1    98.11%          26                 2    92.31%
src/scantoken.cpp                                    174               113    35.06%          14                 5    64.29%         265               134    49.43%         124                91    26.61%
src/setting.h                                         20                 0   100.00%          13                 0   100.00%          33                 0   100.00%           4                 0   100.00%
src/simplekey.cpp                                     60                 2    96.67%           9                 0   100.00%          78                 3    96.15%          38                 5    86.84%
src/singledocparser.cpp                              191                48    74.87%          17                 5    70.59%         304                96    68.42%         138                45    67.39%
src/stream.cpp                                       164                29    82.32%          17                 0   100.00%         262                44    83.21%         130                26    80.00%
src/stream.h                                          12                 0   100.00%           9                 0   100.00%          13                 0   100.00%           2                 0   100.00%
src/streamcharsource.h                                 9                 0   100.00%           4                 0   100.00%          13                 0   100.00%           2                 0   100.00%
src/stringsource.h                                    12                 0   100.00%           6                 0   100.00%          16                 0   100.00%           2                 0   100.00%
src/tag.cpp                                           18                 9    50.00%           2                 1    50.00%          38                19    50.00%          24                13    45.83%
src/token.h                                            9                 1    88.89%           2                 0   100.00%           7                 1    85.71%           2                 1    50.00%
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                               3557               827    76.75%         718                97    86.49%        5950              1636    72.50%        2444               770    68.49%
