Filename                      Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
jobserver-posix.cc                 84                84     0.00%           6                 6     0.00%          77                77     0.00%          43                43     0.00%
jobserver.cc                       80                75     6.25%           5                 4    20.00%          84                80     4.76%          48                47     2.08%
jobserver.h                        20                 4    80.00%          14                 4    71.43%          22                 4    81.82%           6                 0   100.00%
json.cc                            32                 0   100.00%           2                 0   100.00%          32                 0   100.00%          20                 0   100.00%
lexer.cc                          510               138    72.94%          12                 0   100.00%         749               141    81.17%         310               114    63.23%
lexer.h                             3                 0   100.00%           3                 0   100.00%           7                 0   100.00%           0                 0         -
line_printer.cc                    56                 3    94.64%           5                 0   100.00%          68                 3    95.59%          46                11    76.09%
line_printer.h                      3                 0   100.00%           3                 0   100.00%           3                 0   100.00%           0                 0         -
manifest_parser.cc                275               100    63.64%           8                 0   100.00%         337               125    62.91%         186                81    56.45%
metrics.cc                         22                10    54.55%          10                 2    80.00%          65                32    50.77%           8                 6    25.00%
missing_deps.cc                    80                80     0.00%           9                 9     0.00%         124               124     0.00%          48                48     0.00%
missing_deps.h                      1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
ninja.cc                          814               814     0.00%          49                49     0.00%        1330              1330     0.00%         596               596     0.00%
parser.cc                          18                 1    94.44%           2                 0   100.00%          23                 0   100.00%          10                 1    90.00%
parser.h                            4                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -
real_command_runner.cc             38                38     0.00%           8                 8     0.00%          67                67     0.00%          24                24     0.00%
state.cc                          115                73    36.52%          20                 8    60.00%         168                85    49.40%          60                43    28.33%
state.h                            17                10    41.18%           4                 1    75.00%          12                 9    25.00%           6                 6     0.00%
status.h                            1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
status_printer.cc                 162               108    33.33%          14                 7    50.00%         290               188    35.17%         146               102    30.14%
status_printer.h                   18                13    27.78%           5                 3    40.00%          21                17    19.05%           8                 8     0.00%
string_piece.h                     23                 0   100.00%          10                 0   100.00%          22                 0   100.00%           6                 0   100.00%
string_piece_util.cc               27                 0   100.00%           3                 0   100.00%          46                 0   100.00%          16                 0   100.00%
string_piece_util.h                 6                 0   100.00%           1                 0   100.00%           3                 0   100.00%           4                 0   100.00%
subprocess-posix.cc               270               270     0.00%          19                19     0.00%         273               273     0.00%         140               140     0.00%
subprocess.h                        1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
util.cc                           447                81    81.88%          38                 3    92.11%         574                81    85.89%         287                63    78.05%
version.cc                         13                13     0.00%           2                 2     0.00%          27                27     0.00%          10                10     0.00%

Files which contain no functions:
metrics.h                           0                 0         -           0                 0         -           0                 0         -           0                 0         -
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                            5832              3997    31.46%         523               271    48.18%        7700              5231    32.06%        3717              2724    26.72%
