Filename                      Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
jobserver-posix.cc                 84                84     0.00%           6                 6     0.00%          77                77     0.00%          43                43     0.00%
jobserver.cc                       80                75     6.25%           5                 4    20.00%          84                80     4.76%          48                47     2.08%
jobserver.h                        20                 5    75.00%          14                 5    64.29%          22                 5    77.27%           6                 1    83.33%
json.cc                            32                 0   100.00%           2                 0   100.00%          32                 0   100.00%          20                 1    95.00%
lexer.cc                          510               292    42.75%          12                 2    83.33%         749               314    58.08%         310               189    39.03%
lexer.h                             3                 0   100.00%           3                 0   100.00%           7                 0   100.00%           0                 0         -
line_printer.cc                    56                48    14.29%           5                 4    20.00%          68                61    10.29%          46                42     8.70%
line_printer.h                      3                 0   100.00%           3                 0   100.00%           3                 0   100.00%           0                 0         -
manifest_parser.cc                275               160    41.82%           8                 2    75.00%         337               200    40.65%         186               115    38.17%
metrics.cc                         22                22     0.00%          10                10     0.00%          65                65     0.00%           8                 8     0.00%
metrics.h                           2                 2     0.00%           2                 2     0.00%           2                 2     0.00%           0                 0         -
missing_deps.cc                    80                80     0.00%           9                 9     0.00%         124               124     0.00%          48                48     0.00%
missing_deps.h                      1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
ninja.cc                          814               814     0.00%          49                49     0.00%        1330              1330     0.00%         596               596     0.00%
parser.cc                          18                14    22.22%           2                 1    50.00%          23                13    43.48%          10                 8    20.00%
parser.h                            4                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -
real_command_runner.cc             38                38     0.00%           8                 8     0.00%          67                67     0.00%          24                24     0.00%
state.cc                          115                78    32.17%          20                 7    65.00%         168                97    42.26%          60                50    16.67%
state.h                            18                11    38.89%           5                 2    60.00%          13                10    23.08%           6                 6     0.00%
status.h                            1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
status_printer.cc                 162               162     0.00%          14                14     0.00%         290               290     0.00%         146               146     0.00%
status_printer.h                   18                18     0.00%           5                 5     0.00%          21                21     0.00%           8                 8     0.00%
string_piece.h                     23                 0   100.00%          10                 0   100.00%          22                 0   100.00%           6                 0   100.00%
string_piece_util.cc               27                12    55.56%           3                 1    66.67%          46                20    56.52%          16                 8    50.00%
string_piece_util.h                 6                 0   100.00%           1                 0   100.00%           3                 0   100.00%           4                 0   100.00%
subprocess-posix.cc               270               270     0.00%          19                19     0.00%         273               273     0.00%         140               140     0.00%
subprocess.h                        1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
util.cc                           447               344    23.04%          38                30    21.05%         574               429    25.26%         287               219    23.69%
version.cc                         13                13     0.00%           2                 2     0.00%          27                27     0.00%          10                10     0.00%
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                            5843              5066    13.30%         534               392    26.59%        7727              6582    14.82%        3717              3341    10.12%
