Filename                      Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
jobserver-posix.cc                 84                84     0.00%           6                 6     0.00%          77                77     0.00%          43                43     0.00%
jobserver.cc                       80                75     6.25%           5                 4    20.00%          84                80     4.76%          48                47     2.08%
jobserver.h                        20                 4    80.00%          14                 4    71.43%          22                 4    81.82%           6                 0   100.00%
json.cc                            32                 0   100.00%           2                 0   100.00%          32                 0   100.00%          20                 0   100.00%
lexer.cc                          510               270    47.06%          12                 1    91.67%         749               283    62.22%         310               175    43.55%
lexer.h                             3                 0   100.00%           3                 0   100.00%           7                 0   100.00%           0                 0         -
line_printer.cc                    56                13    76.79%           5                 0   100.00%          68                15    77.94%          46                17    63.04%
line_printer.h                      3                 0   100.00%           3                 0   100.00%           3                 0   100.00%           0                 0         -
manifest_parser.cc                275               169    38.55%           8                 3    62.50%         337               209    37.98%         186               121    34.95%
metrics.cc                         22                10    54.55%          10                 2    80.00%          65                32    50.77%           8                 6    25.00%
missing_deps.cc                    80                74     7.50%           9                 8    11.11%         124               122     1.61%          48                48     0.00%
missing_deps.h                      1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
ninja.cc                          813               813     0.00%          48                48     0.00%        1326              1326     0.00%         596               596     0.00%
parser.cc                          18                14    22.22%           2                 1    50.00%          23                13    43.48%          10                 8    20.00%
parser.h                            4                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -
real_command_runner.cc             38                38     0.00%           8                 8     0.00%          67                67     0.00%          24                24     0.00%
state.cc                          115                93    19.13%          20                12    40.00%         168               119    29.17%          60                55     8.33%
state.h                            17                10    41.18%           4                 1    75.00%          12                 9    25.00%           6                 6     0.00%
status.h                            1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
status_printer.cc                 162               162     0.00%          14                14     0.00%         290               290     0.00%         146               146     0.00%
status_printer.h                   18                18     0.00%           5                 5     0.00%          21                21     0.00%           8                 8     0.00%
string_piece.h                     23                 0   100.00%          10                 0   100.00%          22                 0   100.00%           6                 0   100.00%
string_piece_util.cc               27                 0   100.00%           3                 0   100.00%          46                 0   100.00%          16                 0   100.00%
string_piece_util.h                 6                 0   100.00%           1                 0   100.00%           3                 0   100.00%           4                 0   100.00%
subprocess-posix.cc               270               269     0.37%          19                18     5.26%         273               270     1.10%         140               140     0.00%
subprocess.h                        1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
util.cc                           447               150    66.44%          38                 5    86.84%         574               155    73.00%         287               110    61.67%
version.cc                         13                13     0.00%           2                 2     0.00%          27                27     0.00%          10                10     0.00%

Files which contain no functions:
metrics.h                           0                 0         -           0                 0         -           0                 0         -           0                 0         -
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                            5829              4542    22.08%         520               296    43.08%        7692              5897    23.34%        3717              3089    16.90%
